c1,c2,c3,c4,c5
'654','Patte d''Oie','269420568','15','A'
'1019','Perrigny','269420545','15','A'
'1020','PERRIGNY Mairie','269420546','15','A'
'702','Pommard','269420562','15','A'
'605','Rossignol Eiffel','269420566','15','A'
'663','Roussottes','269420567','15','A'
'1166','Route de Beaune','269420556','15','A'
'1264','St-Jacques','269420561','15','A'
'1022','Terreau du Moulin','269420548','15','A'
'1021','Tourelle','269420547','15','A'
'1024','Vignery','269420550','15','A'
'1265','Volnay','269420564','15','A'
'1025','Bolotte','269453589','15','R'
'497','Bourroches','269453580','15','R'
'629','Bourroches Eiffel','269453575','15','R'
'1028','Cap Sud','269453587','15','R'
'498','Carraz','269453581','15','R'
'1029','CAT - ESAT','269453588','15','R'
'659','Cent Ecus','269453570','15','R'
'922','Ferry','269453582','15','R'
'806','Fyot','269453577','15','R'
'253','Langevin','269453585','15','R'
'1031','Lapostolet','269453591','15','R'
'923','Limburgerhof','269453583','15','R'
'952','Marsannay','269453586','15','R'
'658','Montagne de Larrey','269453569','15','R'
'660','Noblemaire','269453571','15','R'
'661','Patte d''Oie','269453572','15','R'
'1019','Perrigny','269453595','15','R'
'1034','PERRIGNY Mairie','269453594','15','R'
'719','Pommard','269453578','15','R'
'628','Rossignol Eiffel','269453574','15','R'
'664','Roussottes','269453573','15','R'
'1165','Route de Beaune','269453584','15','R'
'1267','St-Jacques','269453579','15','R'
'1032','Terreau du Moulin','269453592','15','R'
'1033','Tourelle','269453593','15','R'
'1030','Vignery','269453590','15','R'
'1266','Volnay','269453576','15','R'
'838','Bassin','269485327','16','A'
'202','Cap Vert','269485322','16','A'
'1064','Château','269485320','16','A'
'1063','Collège Rostand','269485319','16','A'
'422','Comp. Funeraire','269485326','16','A'
'811','Corneille','269485339','16','A'
'835','CREPS','269485324','16','A'
'1129','Crimolois','269485342','16','A'
'1061','Croix St-Martin','269485315','16','A'
'117','Cromois','269485317','16','A'
'836','De Coubertin','269485325','16','A'
'852','Dorain','269485329','16','A'
'1060','Gendarmerie','269485314','16','A'
'842','Grande Légie','269485331','16','A'
'1637','Grand Marché','269485321','16','A'
'10001','La Gentiane','269485340','16','A'
'843','Le Fort','269485332','16','A'
'1127','Marronniers','269485335','16','A'
'844','Mimosas','269485333','16','A'
'846','Montots','269485336','16','A'
'1642','Neuilly','269485337','16','A'
'853','Normand','269485330','16','A'
'1643','Orée du Bois','269485341','16','A'
'203','Pisc. Olympique','269485323','16','A'
'845','Pré aux Moines','269485334','16','A'
'1059','Quetigny Allées Cavalières','269485313','16','A'
'1062','Quetigny Mairie','269485316','16','A'
'810','Racine','269485338','16','A'
'118','Ronde','269485318','16','A'
'851','Sennecey Mairie','269485328','16','A'
'821','Bassin','269517073','16','R'
'197','Cap Vert','269517078','16','R'
'1066','Château','269517080','16','R'
'1067','Collège Rostand','269517081','16','R'
'822','Complexe Funéraire','269517074','16','R'
'1378','Corneille','269517061','16','R'
'824','CREPS','269517076','16','R'
'1129','Crimolois','269517057','16','R'
'1069','Croix St-Martin','269517085','16','R'
'1187','Cromois','269517083','16','R'
'823','De Coubertin','269517075','16','R'
'848','Dorain','269517071','16','R'
'1070','Gendarmerie','269517086','16','R'
'817','Grande Légie','269517069','16','R'
'1651','Grand Marché','269517079','16','R'
'10000','La Gentiane','269517060','16','R'
'816','Le Fort','269517068','16','R'
'1646','Marronniers','269517065','16','R'
'815','Mimosas','269517067','16','R'
'1380','Montots','269517064','16','R'
'1645','Neuilly','269517063','16','R'
'847','Normand','269517070','16','R'
'1644','Orée du Bois','269517059','16','R'
'421','Pisc. Olympique','269517077','16','R'
'814','Pré aux Moines','269517066','16','R'
'1059','Quetigny Allées Cavalières','269517087','16','R'
'1068','Quetigny Mairie','269517084','16','R'
'1379','Racine','269517062','16','R'
'1188','Ronde','269517082','16','R'
'849','SENNECEY Mairie','269517072','16','R'
'1130','St-Antoine','269517058','16','R'
'728','Ahuy','269550081','17','A'
'1652','Collège Clos de Pouilly','269550092','17','A'
'732','Coteaux du Suzon','269550085','17','A'
'917','De Maupassant','269550088','17','A'
'970','Junot','269550090','17','A'
'729','Les Plantes','269550082','17','A'
'858','Nation','269550086','17','A'
'918','Poncelet','269550089','17','A'
'730','Presles','269550083','17','A'
'723','Theuriet','269550091','17','A'
'731','Touzet du Vigier','269550084','17','A'
'916','Verniquet','269550087','17','A'
'728','Ahuy','269584910','17','R'
'766','Ahuy','269584908','17','R'
'1653','Balzac','269584898','17','R'
'1652','Collège Clos de Pouilly','269584897','17','R'
'762','Coteaux du Suzon','269584904','17','R'
'767','Grands Clos','269584909','17','R'
'985','Junot','269584899','17','R'
'765','Les Plantes','269584907','17','R'
'733','Lycée de Gaulle','269584902','17','R'
'947','Maupassant','269584901','17','R'
'884','Nation','269584903','17','R'
'946','Poncelet','269584900','17','R'
'764','Presles','269584906','17','R'
'763','Touzet du Vigier','269584905','17','R'
'901','Alger','269627144|269616390|269626888','18','A'
'1293','Ateliers APF','269626899','18','A'
'1295','Ateliers APF','269626901','18','A'
'1290','Beauregard','269627157|269626904','18','A'
'455','Bertin','269627150|269616396|269626894','18','A'
'126','Bief du Moulin','269627159|269626906','18','A'
'194','Blés d''Or','269627162|269626909','18','A'
'902','Collège du Parc','269627145|269616391|269626889','18','A'
'206','Darcy','269627137|269626881','18','A'
'1222','Dubois','269627138|269626882','18','A'
'1291','Duhamel','269627158|269626905','18','A'
'456','Ecole des Métiers','269627151|269616397|269626895','18','A'
'161','Eiffel','269627156|269626903','18','A'
'1442','Gare SNCF','269627140|269616386|269626884','18','A'
'1431','Guesde','269627163|269626910','18','A'
'454','La Colombière','269627149|269616395|269626893','18','A'
'207','Lavoisier','269627154|269626898','18','A'
'1038','LONGVIC Carmélites','269627164|269626911','18','A'
'127','Longvic Mairie','269627160|269626907','18','A'
'237','Monge','269627141|269616387|269626885','18','A'
'1607','Néel','269626900','18','A'
'725','Petit Bernard','269627146|269616392|269626890','18','A'
'749','Petit Citeaux','269627143|269616389|269626887','18','A'
'200','Pierrat','269627155|269626902','18','A'
'1043','Prévots','269627161|269626908','18','A'
'457','Romelet','269627152|269626896','18','A'
'458','Rue du Port','269627153|269626897','18','A'
'78','Square Darcy','269627139|269616385|269626883','18','A'
'681','Stéarinerie','269627147|269616393|269626891','18','A'
'1224','Suquet','269627142|269616388|269626886','18','A'
'1289','Verriers','269627148|269616394|269626892','18','A'
'873','Alger','269659413|269660184','18','R'
'1293','Ateliers APF','269660171','18','R'
'1295','Ateliers APF','269660173','18','R'
'1297','Beauregard','269659400|269660168','18','R'
'432','Bertin','269659407|269660178','18','R'
'196','Bief du Moulin','269659398|269660166','18','R'
'1604','Blés d''Or','269659395|269660163','18','R'
'872','Collège du Parc','269659412|269660183','18','R'
'206','Darcy','269659418|269660189','18','R'
'1405','Duhamel','269659399|269660167','18','R'
'431','Ecole des Métiers','269659406|269660177','18','R'
'199','Eiffel','269659401|269660169','18','R'
'1657','Gare SNCF','269659417|269660188','18','R'
'1432','Guesde','269659394|269660162','18','R'
'433','La Colombière','269659408|269660179','18','R'
'160','Lavoisier','269659403|269660174','18','R'
'1038','LONGVIC Carmélites','269659393|269660161','18','R'
'195','Longvic Mairie','269659397|269660165','18','R'
'270','Monge','269659416|269660187','18','R'
'1607','Néel','269660172','18','R'
'721','Petit Bernard','269659411|269660182','18','R'
'744','Petit Citeaux','269659414|269660185','18','R'
'158','Pierrat','269659402|269660170','18','R'
'1042','Prévots','269659396|269660164','18','R'
'430','Romelet','269659405|269660176','18','R'
'429','Rue du Port','269659404|269660175','18','R'
'684','Stéarinerie','269659410|269660181','18','R'
'1228','Suquet','269659415|269660186','18','R'
'1298','Verriers','269659409|269660180','18','R'
'477','Abbé Pierre','269685776','19','A'
'365','Billardon','269685762','19','A'
'475','Bons Compagnons','269685774','19','A'
'366','Castelnau','269685763','19','A'
'476','Champ Prieur','269685775','19','A'
'343','Gresilles','269685761','19','A'
'1661','La Planchotte','269685769','19','A'
'472','La Vigne','269685766','19','A'
'1174','Léchenet','269685765','19','A'
'474','Les Buttes','269685768','19','A'
'473','Les Jardins','269685767','19','A'
'367','Longènes','269685764','19','A'
'1664','Marie de Bourgogne','269685772','19','A'
'1662','Moirey','269685770','19','A'
'378','Opaline','269685773','19','A'
'1663','Saint-Apollinaire Mairie','269685771','19','A'
'1654','St-Apollinaire Pré Thomas','269685778','19','A'
'1665','Tirbaude','269685777','19','A'
'1656','Abbé Pierre','269721091','19','R'
'356','Billardon','269721104','19','R'
'1073','Bons Compagnons','269721093','19','R'
'386','Castelnau','269721103','19','R'
'1071','Champ Prieur','269721092','19','R'
'343','Gresilles','269721105','19','R'
'370','La Planchotte','269721098','19','R'
'384','La Vigne','269721101','19','R'
'480','Les Buttes','269721099','19','R'
'481','Les Jardins','269721100','19','R'
'385','Longènes','269721102','19','R'
'375','Marie de Bourgogne','269721095','19','R'
'1659','Moirey','269721097','19','R'
'374','Opaline','269721094','19','R'
'1658','Saint-Apollinaire Mairie','269721096','19','R'
'1654','St-Apollinaire Pré Thomas','269721089','19','R'
'1655','Tirbaude','269721090','19','R'
'1309','Alisiers','269748749','20','A'
'787','Bernard','269748747','20','A'
'410','Bizet','269748757','20','A'
'1634','Canzio','269748751','20','A'
'1392','Chambertin','269748738','20','A'
'1308','Champs Viaux','269748746','20','A'
'1306','Changey','269748744','20','A'
'71','Chaumières','269748754','20','A'
'73','Clomiers','269748755','20','A'
'206','Darcy','269748761','20','A'
'1222','Dubois','269748759','20','A'
'1592','Hauteville','269748737','20','A'
'1395','Hauteville Mairie','269748742','20','A'
'70','Herriot','269748753','20','A'
'69','La Fillotte','269748752','20','A'
'1394','La Paisse','269748741','20','A'
'1123','Les Collines','269748740','20','A'
'1135','Maladière','269748750','20','A'
'1307','Meix Pillon','269748745','20','A'
'1393','Pl. du Puits','269748739','20','A'
'1388','Pompon','269748756','20','A'
'788','Rue de Dijon','269748748','20','A'
'395','Saint Laurent','269748743','20','A'
'77','Spuller','269748758','20','A'
'78','Square Darcy','269748760','20','A'
'1311','Alisiers','269779212','20','R'
'800','Bernard','269779214','20','R'
'401','Bizet','269779204','20','R'
'1170','Canzio','269779210','20','R'
'1397','Chambertin','269779222','20','R'
'1313','Changey','269779216','20','R'
'34','Chaumières','269779207','20','R'
'989','Clomiers','269779206','20','R'
'1312','Daix Mairie','269779215','20','R'
'206','Darcy','269779201','20','R'
'1596','Dubois','269779202','20','R'
'1592','Hauteville','269779223','20','R'
'1121','Hauteville Mairie','269779218','20','R'
'35','Herriot','269779208','20','R'
'36','La Fillotte','269779209','20','R'
'1396','La Paisse','269779219','20','R'
'1118','Les Collines','269779220','20','R'
'1310','Maladière','269779211','20','R'
'1119','Pl. du Puits','269779221','20','R'
'1389','Pompon','269779205','20','R'
'799','Rue de Dijon','269779213','20','R'
'394','Saint Laurent','269779217','20','R'
'28','Spuller','269779203','20','R'
'469','De Gaulle','269813255','21','A'
'1039','Ecluse','269813251','21','A'
'1050','la Garande','269813258','21','A'
'10003','LONGVIC Centre','269813249','21','A'
'195','Longvic Mairie','269813250','21','A'
'1315','Longvic ZI','269813252','21','A'
'468','Ouges Mairie','269813254','21','A'
'470','Petit Ouges','269813256','21','A'
'1046','Plaisanciers','269813259','21','A'
'1049','Silo','269813257','21','A'
'467','Tilleul','269813253','21','A'
'464','De Gaulle','269846277','21','R'
'1037','Ecluse','269846281','21','R'
'1047','la Garande','269846274','21','R'
'10003','LONGVIC Centre','269846284','21','R'
'127','Longvic Mairie','269846282','21','R'
'1314','Longvic ZI','269846280','21','R'
'465','Ouges Mairie','269846278','21','R'
'463','Petit Ouges','269846276','21','R'
'1046','Plaisanciers','269846273','21','R'
'1292','Prevots','269846283','21','R'
'1048','Silo','269846275','21','R'
'466','Tilleul','269846279','21','R'
'1147','CHEVIGNY Pont Neuf','269879559','22','A'
'1146','Colleys','269879558','22','A'
'1145','Domois','269879557','22','A'
'1039','Ecluse','269879555','22','A'
'1139','Fenay','269879560','22','A'
'10003','LONGVIC Centre','269879553','22','A'
'195','Longvic Mairie','269879554','22','A'
'1315','Longvic ZI','269879556','22','A'
'1141','CHEVIGNY Pont Neuf','269912579','22','R'
'1142','Colleys','269912580','22','R'
'1143','Domois','269912581','22','R'
'1037','Ecluse','269912583','22','R'
'1139','Fenay','269912577','22','R'
'1140','La Pringolle','269912578','22','R'
'10003','LONGVIC Centre','269912586','22','R'
'127','Longvic Mairie','269912584','22','R'
'1314','Longvic ZI','269912582','22','R'
'1292','Prevots','269912585','22','R'
'60','Atria','270406410|270404106','30','A'
'57','Bois du Roy','270406407|270404103','30','A'
'1136','Bressey-sur-Tille','270406401|270404097','30','A'
'1138','Bressey ZA','270406402|270404098','30','A'
'1052','Capucines','270406403|270404099','30','A'
'1066','Château','270406414','30','A'
'1333','CHEVIGNY Mairie','270406404|270404100','30','A'
'1067','Collège Rostand','270406415','30','A'
'1651','Grand Marché','270406413|270404109','30','A'
'56','Lycée Boivin','270406406|270404102','30','A'
'59','Lycée de Serres','270406409|270404105','30','A'
'1334','Molière','270406405|270404101','30','A'
'61','Quetignerot','270406411|270404107','30','A'
'1650','Quetigny C.Cial','270406412|270404108','30','A'
'58','Visitation','270406408|270404104','30','A'
'99','Atria','270438915|270438149','30','R'
'102','Bois du Roy','270438918|270438152','30','R'
'1136','Bressey-sur-Tille','270438924|270438158','30','R'
'1137','Bressey ZA','270438923|270438157','30','R'
'1058','Capucines','270438922|270438156','30','R'
'1064','Château','270438146','30','R'
'113','CHEVIGNY Mairie','270438921|270438155','30','R'
'1063','Collège Rostand','270438145','30','R'
'1651','Grand Marché','270438913|270438147','30','R'
'1172','Lycée Boivin','270438919|270438153','30','R'
'100','Lycée de Serres','270438916|270438150','30','R'
'1335','Molière','270438920|270438154','30','R'
'98','Quetignerot','270438914|270438148','30','R'
'101','Visitation','270438917|270438151','30','R'
'897','Artisans','270469379','31','A'
'60','Atria','270469389','31','A'
'57','Bois du Roy','270469386','31','A'
'1052','Capucines','270469382','31','A'
'1333','CHEVIGNY Mairie','270469383','31','A'
'892','Géraniums','270469380','31','A'
'1651','Grand Marché','270469392','31','A'
'56','Lycée Boivin','270469385','31','A'
'59','Lycée de Serres','270469388','31','A'
'1132','Magny sur Tille','270469377','31','A'
'1326','Menuisiers','270469378','31','A'
'1334','Molière','270469384','31','A'
'893','Perret','270469381','31','A'
'61','Quetignerot','270469390','31','A'
'1650','Quetigny C.Cial','270469391','31','A'
'58','Visitation','270469387','31','A'
'891','Artisans','270502925','31','R'
'99','Atria','270502915','31','R'
'102','Bois du Roy','270502918','31','R'
'1058','Capucines','270502922','31','R'
'113','CHEVIGNY Mairie','270502921','31','R'
'896','Géraniums','270502924','31','R'
'1651','Grand Marché','270502913','31','R'
'1172','Lycée Boivin','270502919','31','R'
'100','Lycée de Serres','270502916','31','R'
'1132','Magny sur Tille','270502927','31','R'
'1327','Menuisiers','270502926','31','R'
'1335','Molière','270502920','31','R'
'895','Perret','270502923','31','R'
'98','Quetignerot','270502914','31','R'
'101','Visitation','270502917','31','R'
'129','A. Patte','270600194','33','A'
'629','Bourroches Eiffel','270600204','33','A'
'659','Cent Ecus','270600199','33','A'
'157','Combe à la Serpent','270600198','33','A'
'147','Corcelles les Monts','270600196','33','A'
'630','Diebold','270600205','33','A'
'128','FLAVIGNEROT','270600193','33','A'
'143','Les Pins','270600197','33','A'
'237','Monge','270600207','33','A'
'660','Noblemaire','270600200','33','A'
'661','Patte d''Oie','270600201','33','A'
'387','Rente Neuve','270600195','33','A'
'628','Rossignol Eiffel','270600203','33','A'
'664','Roussottes','270600202','33','A'
'632','Ste-Chantal','270600206','33','A'
'130','A. Patte','270631181','33','R'
'604','Bourroches Eiffel','270631172','33','R'
'162','Cent Ecus','270631177','33','R'
'159','Combe à la Serpent','270631178','33','R'
'156','Corcelles les Monts','270631179','33','R'
'603','Diebold','270631171','33','R'
'128','FLAVIGNEROT','270631182','33','R'
'144','Les Pins','270631180','33','R'
'237','Monge','270631169','33','R'
'655','Noblemaire','270631176','33','R'
'654','Patte d''Oie','270631175','33','R'
'605','Rossignol Eiffel','270631173','33','R'
'663','Roussottes','270631174','33','R'
'601','Sainte Chantal','270631170','33','R'
'1041','BA 102','270663945','EXP','A'
'186','Chancenotte','270663940','EXP','A'
'1442','Gare SNCF','270663938','EXP','A'
'1657','Gare SNCF','270663937','EXP','A'
'195','Longvic Mairie','270663943','EXP','A'
'237','Monge','270663939','EXP','A'
'193','Prévots','270663942','EXP','A'
'1045','Terminal','270663944','EXP','A'
'192','Valentin','270663941','EXP','A'
'1041','BA 102','270696961','EXP','R'
'137','Chancenotte','270696966','EXP','R'
'1657','Gare SNCF','270696968','EXP','R'
'127','Longvic Mairie','270696963','EXP','R'
'270','Monge','270696967','EXP','R'
'1292','Prevots','270696964','EXP','R'
'1044','Terminal','270696962','EXP','R'
'131','Valentin','270696965','EXP','R'
'25','Auditorium','271058946','40','A'
'587','Bouchet','271058955','40','A'
'1400','Boutaric','271058949','40','A'
'107','CARSAT','271058954','40','A'
'110','Cracovie','271058953','40','A'
'1342','Dallas CRI','271058950','40','A'
'549','Epirey Cap Nord','271058952','40','A'
'586','Malines','271058956','40','A'
'548','Mayence','271058951','40','A'
'1398','Poincaré','271058947','40','A'
'573','Quignard','271058957','40','A'
'1615','République','271058945','40','A'
'1078','Toison d''Or','271058959','40','A'
'1399','York','271058948','40','A'
'336','Zénith','271058958','40','A'
'24','Auditorium','271091469','40','R'
'579','Bouchet','271091461','40','R'
'1401','Boutaric','271091466','40','R'
'108','CARSAT','271091462','40','R'
'109','Cracovie','271091463','40','R'
'484','Epirey Cap Nord','271091464','40','R'
'580','Malines','271091460','40','R'
'547','Mayence','271091465','40','R'
'1403','Poincaré','271091468','40','R'
'593','Quignard','271091459','40','R'
'1615','République','271091470','40','R'
'1078','Toison d''Or','271091457','40','R'
'1402','York','271091467','40','R'
'1390','Zénith','271091458','40','R'
'99','Atria','271124995','41','A'
'1057','Avenue de Tavaux','271125006','41','A'
'438','Bourvil','271125002','41','A'
'1321','Champs Creux','271124998','41','A'
'1322','CHEVIGNY','271124999','41','A'
'444','Chevigny ZI','271125004','41','A'
'890','CHEVIGNY ZI','271125009','41','A'
'1056','Excellence 2000','271125005','41','A'
'1651','Grand Marché','271124993','41','A'
'49','J. Moulin','271125007','41','A'
'1324','Kennedy','271125001','41','A'
'1323','L''Ogive','271125000','41','A'
'100','Lycée de Serres','271124996','41','A'
'1327','Menuisiers','271125008','41','A'
'98','Quetignerot','271124994','41','A'
'439','Trianon','271125003','41','A'
'101','Visitation','271124997','41','A'
'891','Artisans','271155458','41','R'
'60','Atria','271155472','41','R'
'1053','Avenue de Tavaux','271155461','41','R'
'437','Bourvil','271155465','41','R'
'1332','Champs Creux','271155469','41','R'
'1331','CHEVIGNY','271155468','41','R'
'444','Chevigny ZI','271155463','41','R'
'890','CHEVIGNY ZI','271155457','41','R'
'1054','Excellence 2000','271155462','41','R'
'1651','Grand Marché','271155475','41','R'
'1325','J.Moulin','271155460','41','R'
'1329','Kennedy','271155466','41','R'
'1330','L''Ogive','271155467','41','R'
'59','Lycée de Serres','271155471','41','R'
'1326','Menuisiers','271155459','41','R'
'61','Quetignerot','271155473','41','R'
'1650','Quetigny C.Cial','271155474','41','R'
'434','Trianon','271155464','41','R'
'58','Visitation','271155470','41','R'
'246','Bazin','271190534','42','A'
'215','Carraz','271189763','42','A'
'238','Carraz','271190531','42','A'
'1258','Charton','271190541','42','A'
'511','CHENÔVE C.Cial','271190542','42','A'
'1628','CHENÔVE Centre','271190536','42','A'
'245','Gambetta','271190533','42','A'
'124','Les Ateliers','271189761|271190529','42','A'
'244','Mairey','271190532','42','A'
'310','Palissy','271190540','42','A'
'309','Route de Beaune','271190539','42','A'
'303','Rue de Longvic','271190538','42','A'
'164','Sembat','271189762|271190530','42','A'
'1627','Thibaut','271190535','42','A'
'300','Vieux Bourg','271190537','42','A'
'261','Bazin','271225865','42','R'
'215','Carraz','271225868|271222785','42','R'
'1274','Charton','271225858','42','R'
'511','CHENÔVE C.Cial','271225857','42','R'
'1623','CHENÔVE Centre','271225863','42','R'
'262','Gambetta','271225866','42','R'
'124','Les Ateliers','271225870|271222787','42','R'
'263','Mairey','271225867','42','R'
'315','Palissy','271225859','42','R'
'318','Route de Beaune','271225860','42','R'
'514','Rue de Longvic','271225861','42','R'
'166','Sembat','271225869|271222786','42','R'
'1624','Thibaut','271225864','42','R'
'165','Vieux Bourg','271225862','42','R'
